startup_id,startup_name,industry,founding_year,city,employees,monthly_active_users,monthly_revenue,monthly_burn_rate,funding_raised_usd,funding_stage,business_model,remote_friendly,customer_rating,churn_rate,ai_adoption_score,profitable,growth_level
ST0352,Miller-Brooks,HealthTech,2017,Chennai,171,177473,2557118.18,3086870.41,22374159.35,Series C,Subscription,True,2.7,0.25,60,False,Medium
ST0353,Orozco and Sons,Cybersecurity,2022,Chennai,45,43467,1724691.18,1047795.91,32668004.22,Series C,Subscription,True,4.3,0.25,51,True,Medium
ST0354,Powell-Smith,HealthTech,2021,Hyderabad,99,7055,633949.15,320154.05,12619768.15,Seed,B2B,False,4.4,0.3,27,True,Low
ST0355,"Wilson, Jenkins and Aguirre",FinTech,2025,Kolkata,285,15110,141560.92,101374.08,38261568.79,Series B,B2C,True,2.7,0.11,20,True,Low
ST0356,"Hall, Howard and Briggs",E-commerce,2022,Noida,382,75494,2221370.53,809323.52,26360779.78,Series B,Subscription,True,2.9,0.02,46,True,Medium
ST0357,Parker-Peck,Robotics,2025,Ahmedabad,490,183877,2701044.97,2614828.17,22854343.85,Series B,Marketplace,False,4.4,0.35,56,True,Medium
ST0358,Rios-Miller,Robotics,2017,Chennai,281,60540,4025491.75,3117414.87,18320876.93,Series B,Subscription,True,3.1,0.13,1,True,Medium
ST0359,Holt-Lucas,AI,2023,Chennai,357,129956,4735317.98,3883847.16,506173.35,Series A,Subscription,False,3.6,0.12,30,True,High
ST0360,"Randall, Baker and Vargas",EdTech,2023,Jaipur,207,66508,824714.78,955228.54,19516677.33,Series B,Marketplace,False,3.4,0.11,55,False,Low
ST0361,Taylor LLC,SaaS,2022,Delhi,216,50283,4268875.3,1866050.61,14515285.2,Series B,B2B,True,4.1,0.25,35,True,Medium
ST0362,"Zavala, Smith and Davis",EdTech,2016,Pune,30,141239,120433.12,176317.99,14141621.15,Seed,Subscription,True,2.8,0.18,2,False,Low
ST0363,"Kennedy, Steele and Ferguson",FinTech,2017,Bangalore,180,111164,1564767.66,1939218.22,49898274.14,Series B,Subscription,True,3.7,0.32,43,False,Low
ST0364,Price-Martinez,EdTech,2021,Noida,283,124246,916202.66,1250074.85,12541469.35,Series A,B2B,True,3.5,0.01,99,False,Medium
ST0365,Medina-Jones,E-commerce,2017,Bangalore,240,193760,3857269.88,3384680.48,49106686.78,Seed,Marketplace,False,3.7,0.28,40,True,High
ST0366,Mcmahon LLC,Gaming,2020,Bangalore,331,79332,1001630.92,1355983.35,43189700.4,Series A,Marketplace,True,3.0,0.05,82,False,Medium
ST0367,"Smith, Baxter and Taylor",FinTech,2018,Pune,207,64724,54559.98,13890.5,39184588.25,Series C,B2B,False,3.7,0.24,48,True,Low
ST0368,Escobar-Andrade,EdTech,2020,Ahmedabad,481,164874,309661.16,205049.25,7738225.85,Series B,Subscription,True,3.8,0.05,63,True,Medium
ST0369,Sullivan Inc,Cybersecurity,2023,Noida,15,181682,1895066.99,2163633.81,12572277.24,Series A,B2C,False,2.6,0.29,72,False,Medium
ST0370,Collier PLC,HealthTech,2022,Mumbai,170,192994,2347289.66,3117107.7,29954063.21,Series B,Marketplace,False,4.7,0.07,68,False,High
ST0371,"Diaz, Adams and Schmidt",EdTech,2020,Hyderabad,5,168254,2534729.09,2924456.52,44152472.01,Series C,B2C,False,4.0,0.15,80,False,Medium
ST0372,Harper Ltd,FinTech,2015,Pune,397,145563,779116.25,442590.86,20519736.16,Series A,B2B,True,3.3,0.05,85,True,Medium
ST0373,Harris-Baker,SaaS,2019,Bangalore,59,128236,966167.03,233196.29,32105495.82,Series B,B2C,True,3.5,0.2,80,True,Low
ST0374,Brown PLC,Robotics,2021,Chennai,11,55719,3282189.32,4617793.67,41612280.99,Seed,Marketplace,True,3.7,0.26,47,False,Medium
ST0375,Smith-Shaw,Robotics,2021,Delhi,380,19451,4173937.93,1257674.23,10834208.16,Series A,B2C,True,3.8,0.05,30,True,High
ST0376,Solomon-Moore,Gaming,2016,Pune,290,197396,2795126.62,3270132.92,38325856.83,Series A,Subscription,False,3.9,0.27,90,False,Medium
ST0377,Ruiz Group,E-commerce,2021,Kolkata,341,42465,2674163.38,2620387.16,46679322.48,Series B,B2C,True,4.8,0.22,42,True,Medium
ST0378,"Jenkins, Warner and Rocha",AI,2019,Jaipur,197,145241,4631473.14,2456143.69,48084506.19,Seed,B2C,False,3.6,0.16,93,True,High
ST0379,"Green, Hunter and Moore",Robotics,2023,Ahmedabad,8,79730,4922128.18,2359026.68,15779488.52,Series A,B2B,True,4.4,0.38,36,True,High
ST0380,Cole-Nguyen,FinTech,2024,Kolkata,240,94233,788974.46,429584.47,44486786.36,Series A,B2B,False,3.1,0.11,39,True,Low
ST0381,Payne-Johnson,Cybersecurity,2015,Jaipur,410,127493,872783.43,1111417.1,34495275.3,Series C,B2B,True,3.9,0.36,77,False,Low
ST0382,"Chapman, Simpson and Park",SaaS,2015,Kolkata,476,88658,1746171.73,2204165.0,20855259.55,Seed,Marketplace,True,4.7,0.35,30,False,Medium
ST0383,"Nelson, French and Ortega",ClimateTech,2024,Jaipur,168,142539,2828915.34,1767735.77,34903544.2,Seed,B2C,False,2.9,0.27,51,True,Medium
ST0384,"Torres, Howard and Nelson",FinTech,2021,Ahmedabad,153,104369,748581.88,476860.6,23818939.99,Series C,B2C,True,4.4,0.22,34,True,Low
ST0385,Davis-Jackson,EdTech,2018,Hyderabad,251,147616,998561.55,712887.51,28587967.61,Series B,Subscription,False,3.9,0.4,68,True,Low
ST0386,"Beltran, Thornton and Rivera",AI,2019,Pune,355,151999,457077.29,490568.17,21205853.09,Series B,Subscription,True,3.4,0.14,77,False,Low
ST0387,Brown LLC,FinTech,2015,Delhi,230,12764,4621823.9,2327256.92,34283693.41,Series A,Marketplace,True,2.9,0.29,11,True,Medium
ST0388,Glover-Bell,EdTech,2023,Ahmedabad,180,182874,4023361.06,2400552.32,23585955.67,Series B,Subscription,True,3.3,0.3,28,True,High
ST0389,"Davis, Jenkins and Roth",Cybersecurity,2018,Jaipur,360,184174,3344620.3,2306412.27,45306712.29,Series B,B2B,False,3.8,0.11,8,True,High
ST0390,Adkins-Shaw,AI,2019,Kolkata,340,3184,342322.98,362343.63,33165932.7,Series A,Subscription,True,4.8,0.15,14,False,Low
ST0391,Johnson Inc,AI,2015,Delhi,467,83694,2428464.14,2370759.78,4446632.41,Series B,Marketplace,False,3.0,0.39,72,True,Low
ST0392,"Goodwin, Shaw and Caldwell",Cybersecurity,2015,Mumbai,206,196137,793456.2,516392.3,17628058.46,Series C,B2B,False,4.1,0.1,65,True,Medium
ST0393,"Castaneda, Gomez and Kelly",SaaS,2025,Delhi,120,40769,1715512.9,1219216.01,6906170.77,Series C,B2C,True,4.3,0.21,87,True,Medium
ST0394,"Franklin, Santiago and Weber",EdTech,2017,Mumbai,223,82889,4549579.61,2857455.19,27134575.87,Series A,Subscription,True,3.0,0.06,70,True,High
ST0395,Johnson-Hensley,HealthTech,2015,Chennai,340,149070,4586389.48,2810287.56,27889147.89,Series C,Subscription,False,4.9,0.06,41,True,High
ST0396,Fisher LLC,HealthTech,2017,Bangalore,231,196457,4669504.94,6361589.34,46665839.02,Series B,B2C,True,3.2,0.31,14,False,High
ST0397,Scott LLC,E-commerce,2017,Kolkata,123,181191,140161.62,42513.55,39002321.18,Series C,Subscription,True,2.8,0.34,61,True,Low
ST0398,Cobb and Sons,EdTech,2018,Hyderabad,88,51661,1139102.57,832872.97,48442313.29,Series A,Subscription,False,4.8,0.38,29,True,Low
ST0399,"Rose, Morse and Jenkins",E-commerce,2021,Jaipur,357,86169,4335206.78,5869276.02,21406406.38,Seed,B2B,False,4.4,0.25,49,False,High
ST0400,"Morris, Davila and Holmes",Robotics,2025,Bangalore,238,12119,4390121.89,2280396.77,26916563.72,Series A,Marketplace,False,5.0,0.03,50,True,High
ST0401,Bray-Vargas,Robotics,2017,Noida,208,80837,3870648.29,2212806.91,8366005.75,Series C,B2B,True,3.2,0.37,89,True,Medium
ST0402,Ritter-Romero,ClimateTech,2024,Delhi,97,154471,4689833.86,5182024.35,6808568.38,Series C,B2B,False,3.5,0.19,23,False,High
ST0403,"Cervantes, Landry and Williamson",ClimateTech,2025,Chennai,170,182329,3246396.39,3651905.94,8241501.65,Seed,Subscription,True,4.3,0.05,91,False,High
ST0404,Lee-Goodwin,HealthTech,2017,Pune,198,145269,1909228.98,2288666.13,45617026.3,Seed,Subscription,False,3.9,0.27,20,False,Medium
ST0405,"Trevino, Willis and Diaz",AI,2024,Mumbai,163,192407,3845465.81,2999985.18,31341319.84,Seed,Subscription,False,2.8,0.06,26,True,High
ST0406,Holland Ltd,ClimateTech,2021,Noida,442,131716,2722070.79,564763.58,44141010.88,Seed,B2B,True,3.1,0.24,61,True,Medium
ST0407,"Garcia, Cook and Fleming",E-commerce,2015,Pune,456,144482,1397783.56,1421861.85,41015063.5,Seed,Marketplace,False,3.0,0.08,8,False,Medium
ST0408,Ward Ltd,SaaS,2024,Ahmedabad,476,23990,254666.5,188973.75,8953507.17,Series A,Subscription,False,4.2,0.25,89,True,Low
ST0409,Olson-Rivera,Robotics,2016,Mumbai,481,10395,474700.18,279637.72,18460042.8,Series C,B2C,True,3.4,0.04,55,True,Low
ST0410,Gay Inc,Robotics,2016,Noida,360,72937,1652750.55,1219540.31,10531776.2,Series B,Subscription,False,3.0,0.03,74,True,Medium
ST0411,Carroll Ltd,ClimateTech,2022,Pune,137,138728,2879962.02,2909387.72,46358913.14,Series A,Marketplace,True,4.0,0.2,94,False,Medium
ST0412,Nichols LLC,Gaming,2015,Chennai,5,31987,129694.12,131392.98,5940389.91,Series B,B2C,True,4.6,0.32,54,False,Low
ST0413,Ramirez-Sanders,AI,2016,Chennai,332,53740,3453185.14,1832753.08,3438411.37,Series B,Subscription,True,3.3,0.22,99,True,Medium
ST0414,"Anderson, Adams and Perry",HealthTech,2022,Pune,431,47040,978137.74,1255902.34,46117874.27,Series C,Marketplace,False,3.7,0.2,5,False,Low
ST0415,Rodriguez-Rubio,Robotics,2015,Delhi,406,109515,4639671.98,1265836.93,26077607.56,Series B,Marketplace,True,3.9,0.27,72,True,High
ST0416,Petersen PLC,Gaming,2017,Jaipur,81,74520,4205288.38,2695161.51,18793276.84,Seed,Marketplace,False,3.8,0.07,78,True,High
ST0417,Franklin Inc,EdTech,2023,Mumbai,368,9291,1364772.11,426951.38,43858584.19,Series A,B2B,False,3.4,0.33,39,True,Low
ST0418,Dixon-Adams,HealthTech,2018,Chennai,406,10802,3891174.05,5398459.23,22216515.94,Series C,Marketplace,False,2.6,0.2,65,False,Medium
ST0419,Duncan-Rodriguez,Gaming,2023,Hyderabad,78,26756,4112471.2,5837369.11,33852028.57,Seed,Marketplace,True,2.8,0.29,59,False,Medium
ST0420,"Lawson, Knight and Hoffman",Cybersecurity,2015,Jaipur,356,156788,4360656.71,2761502.2,44464834.51,Series B,B2C,False,2.8,0.31,96,True,Medium
ST0421,Roberts and Sons,Cybersecurity,2016,Bangalore,107,51474,1439971.21,1284394.63,38650715.52,Seed,B2C,False,4.2,0.12,21,True,Medium
ST0422,"Gordon, Jones and Johnson",SaaS,2020,Ahmedabad,286,84488,1362549.98,1943352.12,40209941.78,Series C,B2B,True,3.9,0.08,40,False,Medium
ST0423,"Gallagher, Norris and Delacruz",SaaS,2024,Noida,19,124400,4517429.11,1199796.71,19210801.99,Series B,Marketplace,False,2.7,0.16,91,True,High
ST0424,Montoya-Johnson,SaaS,2017,Hyderabad,423,52943,3567364.44,3824683.24,26697572.2,Series C,B2B,False,4.9,0.3,60,False,Medium
ST0425,Barnes PLC,Cybersecurity,2020,Kolkata,163,180431,3225648.86,3859300.3,23553766.44,Series A,Marketplace,False,4.9,0.07,79,False,High
ST0426,Bryant PLC,E-commerce,2024,Jaipur,237,128796,161018.02,131702.22,17604468.99,Series A,B2B,False,3.7,0.08,99,True,Low
ST0427,Bowman Group,SaaS,2021,Delhi,423,188242,3985821.29,2485680.31,32490098.07,Series A,B2C,False,4.5,0.22,52,True,High
ST0428,Johnson PLC,Robotics,2018,Pune,201,18317,1710163.65,2151540.5,29568961.44,Seed,Subscription,True,4.5,0.18,44,False,Medium
ST0429,Wilson Ltd,SaaS,2016,Jaipur,308,157257,2319913.09,2138064.41,41110051.46,Series C,Marketplace,False,2.9,0.38,9,True,Medium
ST0430,Whitney PLC,HealthTech,2025,Pune,335,174058,316796.29,152979.44,6988891.04,Series C,Marketplace,False,4.0,0.3,1,True,Low
ST0431,Fowler-Jones,Cybersecurity,2021,Chennai,320,152501,2241327.25,1047507.12,43877396.36,Seed,B2B,False,3.2,0.32,87,True,Medium
ST0432,Curtis LLC,E-commerce,2016,Mumbai,438,34437,4264000.85,1198754.45,45058730.97,Seed,B2C,False,4.9,0.01,72,True,High
ST0433,Hill LLC,HealthTech,2022,Pune,364,155707,1977398.94,1213263.77,19170341.26,Series A,Subscription,False,3.5,0.22,85,True,Medium
ST0434,"Burgess, Merritt and Elliott",HealthTech,2022,Kolkata,435,110375,779793.78,1167111.78,33519800.79,Series A,B2B,True,2.8,0.04,3,False,Medium
ST0435,Howard-Jones,Robotics,2021,Ahmedabad,333,110014,4302162.28,5858070.29,34784756.45,Series C,Subscription,False,4.8,0.25,59,False,High
ST0436,Robinson and Sons,Gaming,2023,Jaipur,120,49704,2129611.57,446492.21,24932940.33,Series B,B2B,True,4.3,0.29,35,True,Medium
ST0437,Riley Ltd,Robotics,2019,Noida,295,127685,3527363.89,1224396.26,24102568.79,Seed,B2B,True,4.2,0.07,94,True,High
ST0438,Sanders-Young,SaaS,2015,Chennai,246,166324,3711013.69,5375530.84,3950191.82,Seed,Subscription,False,4.1,0.32,40,False,Medium
ST0439,Jackson-Wright,AI,2024,Mumbai,267,124006,2874086.86,1813457.37,17678081.36,Series B,B2B,False,4.9,0.12,22,True,Medium
ST0440,Smith-Carter,FinTech,2017,Ahmedabad,301,45323,2868571.38,3021224.85,14623072.77,Seed,Marketplace,False,4.3,0.02,63,False,Medium
ST0441,Morrison-Hill,HealthTech,2025,Noida,72,162427,1412049.94,1857150.53,759440.35,Series B,B2C,False,2.8,0.08,76,False,Medium
ST0442,"Taylor, Clark and Foley",SaaS,2017,Noida,405,184703,1188617.45,517110.34,26393073.3,Series C,Subscription,True,2.6,0.39,19,True,Low
ST0443,Wilson-Krueger,FinTech,2015,Pune,343,116391,3632735.47,1516551.68,28908981.82,Series C,Subscription,False,4.6,0.03,34,True,High
ST0444,"Park, Williams and Beck",Cybersecurity,2017,Ahmedabad,159,125850,3733291.22,4398400.23,26649415.58,Series C,B2B,False,3.4,0.29,61,False,Medium
ST0445,Manning and Sons,E-commerce,2021,Jaipur,479,118655,1916200.43,1169639.57,26536158.47,Series B,Marketplace,False,4.9,0.05,69,True,Medium
ST0446,"Avila, Nguyen and Wolf",SaaS,2018,Ahmedabad,141,26762,1284166.16,1232067.39,23082374.24,Series B,B2C,False,4.2,0.1,87,True,Medium
ST0447,"Gallegos, Gonzalez and Rivera",E-commerce,2018,Mumbai,285,3772,3367281.28,4314148.48,647472.48,Series B,B2C,True,2.7,0.05,58,False,Medium
ST0448,Murphy LLC,FinTech,2016,Hyderabad,17,163371,468787.0,665704.31,32847445.65,Series A,Subscription,True,4.6,0.38,82,False,Low
ST0449,Jimenez-Wyatt,Gaming,2025,Chennai,463,30057,3481311.63,1842785.18,23374431.09,Series B,B2C,True,4.8,0.26,36,True,Medium
ST0450,"Carlson, Scott and Kelley",FinTech,2022,Delhi,146,17354,1920167.02,1214411.86,3049929.46,Series C,B2C,False,4.9,0.11,57,True,Medium
ST0451,Green-Christensen,FinTech,2015,Hyderabad,60,38715,2707754.46,2059598.33,30717616.23,Seed,Marketplace,False,2.8,0.18,34,True,Medium
ST0452,Smith Inc,E-commerce,2021,Jaipur,14,131469,752782.83,777199.98,46648041.49,Seed,Subscription,False,4.2,0.11,90,False,Medium
ST0453,Wolfe-Campbell,ClimateTech,2016,Jaipur,228,106883,4221805.28,5130414.39,39279816.17,Series B,Marketplace,False,3.9,0.01,89,False,High
ST0454,Blackburn-Young,ClimateTech,2019,Delhi,210,15468,3165039.91,4578138.61,4578815.39,Series A,B2B,False,3.8,0.38,11,False,Medium
ST0455,Roberts and Sons,ClimateTech,2018,Pune,343,51070,1501363.02,1061668.05,5383062.44,Seed,B2C,True,4.2,0.2,81,True,Medium
ST0456,Wyatt LLC,AI,2015,Chennai,373,156437,1200040.81,846506.14,39647321.63,Seed,Marketplace,True,4.1,0.2,58,True,Medium
ST0457,Kelly-Burnett,HealthTech,2024,Delhi,212,31982,1066274.1,1119593.05,26179825.98,Seed,B2B,True,4.9,0.35,69,False,Low
ST0458,"Castillo, Montgomery and Martin",HealthTech,2025,Bangalore,255,172398,105124.4,145001.51,30937685.55,Series B,B2B,False,3.1,0.26,2,False,Low
ST0459,Robinson PLC,EdTech,2016,Delhi,317,45745,4178407.26,1183094.71,40882646.22,Series C,Marketplace,False,2.8,0.24,79,True,Medium
ST0460,"Spencer, Zimmerman and Smith",AI,2024,Pune,171,32667,4879507.81,4629467.75,6909603.63,Series B,B2B,True,4.6,0.32,98,True,Medium
ST0461,Wilson-Miller,AI,2017,Hyderabad,145,38024,3790174.93,1586059.76,18527870.8,Series C,B2C,True,2.9,0.11,75,True,Medium
ST0462,Mathis-Cruz,Gaming,2022,Pune,455,128655,412805.81,86437.9,46310540.97,Series A,B2C,False,4.3,0.24,37,True,Low
ST0463,Kirby Group,SaaS,2016,Mumbai,272,119074,2066036.31,2932772.62,30546372.53,Series B,Subscription,True,2.6,0.08,64,False,Medium
ST0464,"Price, Chung and Olson",Robotics,2018,Noida,290,62771,967595.28,1434541.84,48840734.4,Series A,Marketplace,True,4.0,0.35,70,False,Low
ST0465,Mcclure PLC,AI,2015,Chennai,104,30538,3985098.73,4347012.97,48430263.2,Series B,B2C,False,3.7,0.08,86,False,Medium
ST0466,Jones-Charles,HealthTech,2017,Bangalore,133,88633,3087928.56,4190638.57,22684724.01,Series C,B2B,True,2.8,0.03,69,False,Medium
ST0467,"Taylor, Waters and Anderson",EdTech,2016,Chennai,463,62682,3609801.37,3503379.59,16332317.1,Series A,B2B,True,3.0,0.27,42,True,Medium
ST0468,Carlson Inc,HealthTech,2018,Jaipur,382,109159,4350732.65,2994139.86,11072104.78,Series C,B2C,False,3.7,0.2,56,True,High
ST0469,York-Gordon,SaaS,2015,Mumbai,196,36757,2294123.56,1037864.71,17961579.76,Series A,B2B,False,3.2,0.14,5,True,Medium
ST0470,Scott-Terry,SaaS,2017,Jaipur,239,110634,864294.57,558895.06,44326128.15,Series A,B2B,False,4.0,0.32,82,True,Low
ST0471,Matthews-Garcia,Gaming,2018,Delhi,443,137778,2451174.86,3662946.58,29599464.52,Series B,Subscription,True,4.6,0.12,94,False,Medium
ST0472,"Coleman, Weber and Rodriguez",Robotics,2015,Kolkata,461,156129,4731799.25,6567174.92,44917677.13,Series C,Subscription,True,3.5,0.03,61,False,High
ST0473,Marshall-Phillips,E-commerce,2019,Delhi,236,130836,1210152.35,1120641.08,670528.43,Seed,B2B,False,4.3,0.38,17,True,Low
ST0474,"Davis, Kim and Cruz",HealthTech,2021,Pune,347,80911,817396.14,651520.05,28540520.84,Series B,Subscription,True,4.0,0.39,60,True,Low
ST0475,Wright PLC,SaaS,2023,Jaipur,445,165444,362785.97,493920.32,16678661.61,Series A,B2B,False,2.6,0.18,35,False,Low
ST0476,"Davenport, Mueller and Patrick",SaaS,2015,Chennai,381,15368,2578535.04,3566127.75,18231326.58,Series B,B2C,True,2.6,0.16,60,False,Medium
ST0477,Baker LLC,SaaS,2018,Delhi,292,186948,3870141.79,1470373.49,16779737.35,Series B,Marketplace,False,3.8,0.26,95,True,High
ST0478,"Daniels, Klein and Norton",ClimateTech,2023,Ahmedabad,262,179317,2120416.33,574204.49,18672048.25,Series B,Subscription,False,3.6,0.21,16,True,Medium
ST0479,"Foster, Tran and Burns",FinTech,2016,Kolkata,414,177503,4727372.96,5915998.28,47046750.56,Series A,Marketplace,True,2.7,0.36,59,False,High
ST0480,Bryant Inc,AI,2019,Kolkata,60,44192,1386954.25,1534258.15,24841620.31,Series A,Subscription,False,4.7,0.21,81,False,Medium
ST0481,"Reynolds, Price and Campos",E-commerce,2021,Jaipur,220,117355,3691169.13,841317.06,9493579.9,Series B,Marketplace,False,2.6,0.32,67,True,Medium
ST0482,Dixon-Reynolds,HealthTech,2019,Delhi,308,175549,3487349.27,4514304.69,22290552.37,Series C,Marketplace,False,3.3,0.06,40,False,High
ST0483,"Roth, Mckee and Crawford",Cybersecurity,2017,Pune,399,13404,750208.29,427391.15,47812882.08,Series A,B2C,True,4.0,0.07,69,True,Low
ST0484,Jordan and Sons,AI,2025,Chennai,64,11787,4968927.46,4704991.56,22072387.46,Series B,B2C,False,3.4,0.09,91,True,High
ST0485,"Howard, Orozco and Arnold",HealthTech,2022,Chennai,234,142522,4877573.74,4359262.49,6118426.67,Series A,B2B,False,2.6,0.37,99,True,Medium
ST0486,Howard-Patterson,HealthTech,2024,Noida,336,185929,1484828.78,2026450.8,48481797.58,Series B,B2B,False,4.4,0.4,86,False,Medium
ST0487,Gill-Duncan,E-commerce,2016,Chennai,465,11506,705722.23,646616.57,15438705.93,Seed,B2C,True,3.5,0.34,58,True,Low
ST0488,"Smith, Shepard and Kim",Gaming,2018,Noida,405,73856,986621.21,304536.83,42480096.87,Series B,B2B,False,4.2,0.38,66,True,Low
ST0489,Sanchez PLC,ClimateTech,2023,Hyderabad,208,39783,3582659.22,2708248.98,19336325.28,Series A,Subscription,False,2.5,0.14,40,True,Medium
ST0490,Mcdonald-Marshall,SaaS,2024,Hyderabad,416,116999,1450283.75,1809047.14,48519515.63,Series A,B2C,False,3.6,0.36,18,False,Low
ST0491,Williams-Johnson,Cybersecurity,2021,Pune,248,138704,4933325.35,1410686.93,48006760.15,Series C,B2C,True,4.4,0.04,53,True,High
ST0492,"Farley, Ball and Yang",Robotics,2022,Delhi,100,101078,1454421.2,1218457.8,41148821.01,Seed,B2B,True,3.3,0.24,64,True,Low
ST0493,Johnson LLC,HealthTech,2022,Delhi,139,79687,4780572.71,6140722.1,23653431.4,Seed,B2B,False,4.1,0.36,54,False,Medium
ST0494,Fowler-Sims,ClimateTech,2016,Chennai,257,18491,2998467.7,2009835.01,24050270.98,Seed,Marketplace,True,3.6,0.11,88,True,Medium
ST0495,Hays-Wilson,Gaming,2025,Chennai,302,16338,739224.23,590904.18,34679488.09,Seed,Marketplace,False,3.4,0.03,47,True,Low
ST0496,Taylor Inc,HealthTech,2023,Chennai,276,168495,4682221.93,4064292.44,38333799.76,Series B,Marketplace,False,3.0,0.05,97,True,High
ST0497,"Hancock, Matthews and Mitchell",Cybersecurity,2020,Noida,355,183967,3444849.74,1118141.15,29023329.74,Series C,Marketplace,True,4.6,0.02,67,True,High
ST0498,Hall Group,Robotics,2023,Hyderabad,57,58114,781229.02,380808.17,9461418.41,Series C,Subscription,True,4.7,0.25,68,True,Low
ST0499,"Moyer, Castro and James",Robotics,2020,Pune,64,35401,4617814.67,3802187.15,15613094.62,Series B,B2B,True,3.4,0.33,77,True,Medium
ST0500,"Cooper, Williams and Huff",Gaming,2016,Hyderabad,118,34741,4285507.89,1650208.26,11367392.81,Seed,Subscription,False,2.8,0.06,11,True,Medium
ST0501,Nash-Garner,AI,2016,Mumbai,26,52472,548008.74,674583.27,25698285.67,Seed,B2B,True,2.6,0.06,33,False,Low
ST0502,Bond-Beltran,Cybersecurity,2024,Chennai,476,158756,1034951.92,1419464.84,9279852.14,Series B,B2C,True,3.4,0.05,96,False,Medium
ST0503,"Anderson, Levy and Fowler",HealthTech,2023,Bangalore,263,150483,351001.82,444179.63,38174039.45,Seed,B2C,False,3.8,0.29,37,False,Low
ST0504,Powell-Walker,Gaming,2018,Ahmedabad,192,184011,2951009.05,2276897.0,47889499.41,Series A,Subscription,True,3.0,0.15,49,True,Medium
ST0505,Pierce PLC,AI,2016,Chennai,394,83386,626840.86,215264.05,6838822.88,Series C,B2B,False,4.4,0.28,72,True,Low
ST0506,"Lopez, Bennett and Figueroa",Gaming,2018,Hyderabad,150,120785,3005943.65,1820426.48,48810143.41,Series C,Marketplace,True,3.6,0.23,38,True,Medium
ST0507,Wells-Henry,Gaming,2021,Jaipur,11,177726,2463325.38,829459.42,21931014.6,Seed,B2C,True,4.1,0.04,19,True,High
ST0508,Ochoa and Sons,ClimateTech,2019,Jaipur,191,53189,1699771.92,1654641.41,49533532.87,Series B,Subscription,False,2.8,0.34,93,True,Low
ST0509,Johnson-Rowe,FinTech,2019,Noida,248,175765,3019795.51,2191697.16,24252416.32,Series C,B2C,True,3.2,0.31,14,True,Medium
ST0510,"Lopez, Ayers and Guerra",E-commerce,2017,Mumbai,20,27110,3691613.8,4723073.62,24931838.69,Seed,B2B,False,2.6,0.08,78,False,Medium
ST0511,Yang-King,Robotics,2015,Bangalore,410,123164,1017639.45,1079431.74,24538005.49,Series C,B2B,False,3.2,0.14,70,False,Medium
ST0512,Boyd-Ford,Cybersecurity,2017,Noida,235,83459,4265842.7,3307405.92,1847256.89,Series C,B2C,False,2.9,0.27,100,True,Medium
ST0513,Rodriguez-Solomon,ClimateTech,2022,Ahmedabad,371,102995,2442400.08,835780.98,33767477.78,Series A,B2B,False,4.2,0.28,74,True,Medium
ST0514,Pierce Inc,AI,2024,Bangalore,139,130680,2959315.14,2045292.24,33840564.8,Series A,Marketplace,False,4.4,0.12,8,True,Medium
ST0515,Waters Group,Gaming,2020,Bangalore,419,195525,2923995.22,3493449.8,31276392.36,Series A,B2C,True,3.5,0.18,46,False,Medium
ST0516,Mullins PLC,Robotics,2020,Bangalore,336,82815,2966733.02,4104492.12,3321736.79,Series C,Subscription,False,3.3,0.14,3,False,Medium
ST0517,"Carroll, Foster and Koch",FinTech,2022,Hyderabad,141,6348,3482832.8,3358795.21,49288950.84,Series A,Marketplace,False,3.4,0.16,74,True,Medium
ST0518,Caldwell Ltd,Robotics,2018,Mumbai,262,175951,1704301.73,1703068.22,18198548.55,Series B,B2B,False,3.6,0.2,10,True,Medium
ST0519,"Patton, Travis and Chavez",E-commerce,2019,Hyderabad,298,106389,4024969.07,4073043.21,47899156.12,Series C,Subscription,True,4.3,0.24,76,False,High
ST0520,Nolan Inc,Gaming,2021,Mumbai,182,21096,3261168.7,1931919.99,40216129.26,Series C,B2C,True,3.6,0.22,26,True,Medium
ST0521,Kelly Group,Cybersecurity,2025,Ahmedabad,326,185374,2585958.33,1144288.17,24985221.39,Series C,B2B,True,4.2,0.33,60,True,Medium
ST0522,Jones PLC,FinTech,2025,Delhi,191,122238,747241.01,295619.34,34281066.5,Series C,Marketplace,False,3.3,0.18,41,True,Low
ST0523,Clark and Sons,Cybersecurity,2022,Noida,335,43096,1289668.71,1265941.32,20323003.67,Series C,Subscription,True,2.8,0.08,32,True,Low
ST0524,Carlson-Pruitt,AI,2022,Bangalore,108,42774,1370832.7,326099.75,39494008.51,Seed,B2B,False,3.2,0.22,83,True,Low
ST0525,Boyd Group,Gaming,2017,Delhi,313,79113,4337187.18,5945187.84,20379992.24,Seed,B2B,False,3.4,0.27,12,False,Medium
ST0526,Eaton-Walsh,EdTech,2021,Delhi,259,24658,1198003.51,430035.2,40344027.92,Series A,B2B,True,3.3,0.24,50,True,Low
ST0527,Walker-Patrick,E-commerce,2023,Kolkata,114,72970,2202982.31,1168897.34,29494573.17,Series C,B2C,False,3.7,0.16,15,True,Medium
ST0528,"Harris, Cox and Douglas",AI,2025,Bangalore,455,38987,1821360.08,2058815.53,41077200.04,Series A,Marketplace,False,2.6,0.39,78,False,Low
